task_id,team,role,user_id,task_name,description,priority,expected_duration,created_at,completed_at,completion_time,duration_error
2052,Engineering,Backend Engineer,16,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,10.0,2024-08-23 14:31:00,2024-08-27 12:41:18.744752,94.17,84.17
2538,Marketing,SEO Specialist,127,Write blog post,Write blog post for marketing team by seo specialist.,Low,9.0,2024-08-23 14:36:00,2024-08-27 11:30:39.684123,92.91,83.91
596,Operations,Operations Associate,70,Process documentation,Process documentation for operations team by operations associate.,Low,6.0,2024-08-23 14:36:00,2024-08-26 15:17:43.513296,72.7,66.7
4359,Customer Support,Support Agent,126,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,3.0,2024-08-23 14:51:00,2024-08-26 10:40:06.995670,67.82,64.82
4207,Engineering,Backend Engineer,164,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,10.0,2024-08-23 14:52:00,2024-08-27 12:30:47.822574,93.65,83.65
9285,Engineering,Frontend Engineer,192,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,10.0,2024-08-23 15:06:00,2024-08-27 12:29:37.965130,93.39,83.39
4102,Engineering,Data Engineer,60,Write unit tests,Write unit tests for engineering team by data engineer.,Low,12.0,2024-08-23 15:08:00,2024-08-27 13:12:29.443673,94.07,82.07
4803,Operations,Logistics Coordinator,151,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,1.0,2024-08-23 15:11:00,2024-08-23 15:41:00.000000,0.5,-0.5
1586,Engineering,Backend Engineer,139,Database schema update,Database schema update for engineering team by backend engineer.,Medium,3.0,2024-08-23 15:19:00,2024-08-26 09:42:32.797070,66.39,63.39
936,Engineering,QA Engineer,156,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,5.0,2024-08-23 15:21:00,2024-08-26 15:08:37.022634,71.79,66.79
4565,Engineering,Data Engineer,83,Integration testing,Integration testing for engineering team by data engineer.,Low,7.0,2024-08-23 15:26:00,2024-08-27 10:29:55.260092,91.07,84.07
8321,Operations,Logistics Coordinator,50,Process documentation,Process documentation for operations team by logistics coordinator.,Low,1.0,2024-08-23 15:29:00,2024-08-26 09:46:30.449152,66.29,65.29
1517,Engineering,Backend Engineer,125,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,3.0,2024-08-23 15:38:00,2024-08-26 13:06:36.402561,69.48,66.48
6108,Engineering,Backend Engineer,199,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,7.0,2024-08-23 16:06:00,2024-08-26 12:25:15.496877,68.32,61.31999999999999
8461,Engineering,Backend Engineer,63,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,2.0,2024-08-23 16:12:00,2024-08-26 11:35:48.010316,67.4,65.4
5871,Finance,Accountant,46,Invoice processing,Invoice processing for finance team by accountant.,Low,6.0,2024-08-23 16:20:00,2024-08-26 14:15:20.642727,69.92,63.92
5255,Engineering,Backend Engineer,165,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,4.0,2024-08-23 16:26:00,2024-08-26 14:28:29.259735,70.04,66.04
803,Marketing,SEO Specialist,53,Prepare campaign assets,Prepare campaign assets for marketing team by seo specialist.,Medium,3.0,2024-08-23 16:31:00,2024-08-26 12:46:11.653656,68.25,65.25
9605,Engineering,Frontend Engineer,58,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,11.0,2024-08-23 16:31:00,2024-08-27 10:21:26.266921,89.84,78.84
6907,Customer Support,Support Agent,50,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,1.0,2024-08-23 16:34:00,2024-08-26 11:14:27.979087,66.67,65.67
1561,Engineering,Backend Engineer,161,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,9.0,2024-08-26 09:18:00,2024-08-27 09:57:51.259791,24.66,15.66
9444,Engineering,Frontend Engineer,32,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,2.0,2024-08-26 09:23:00,2024-08-26 11:44:46.260374,2.36,0.3599999999999999
5755,Finance,Financial Analyst,181,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,4.0,2024-08-26 09:27:00,2024-08-26 14:30:58.528155,5.07,1.0700000000000003
9678,Marketing,Content Writer,46,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,5.0,2024-08-26 09:28:00,2024-08-26 14:31:36.933711,5.06,0.05999999999999961
530,Engineering,Backend Engineer,97,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,2.0,2024-08-26 09:34:00,2024-08-26 10:04:00.000000,0.5,-1.5
6090,Customer Support,Support Agent,91,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,4.0,2024-08-26 09:34:00,2024-08-26 13:29:38.704642,3.93,-0.06999999999999984
1287,Engineering,Backend Engineer,68,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,6.0,2024-08-26 09:41:00,2024-08-27 10:02:07.964216,24.35,18.35
3354,Finance,Financial Analyst,20,Invoice processing,Invoice processing for finance team by financial analyst.,Low,8.0,2024-08-26 09:43:00,2024-08-27 12:32:01.589322,26.82,18.82
205,Engineering,Data Engineer,200,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,7.0,2024-08-26 09:51:00,2024-08-27 13:36:39.795729,27.76,20.76
9189,Marketing,Content Writer,87,Landing page copy,Landing page copy for marketing team by content writer.,Low,6.0,2024-08-26 09:59:00,2024-08-28 15:16:51.863959,53.3,47.3
4611,Operations,Logistics Coordinator,73,Warehouse audit,Warehouse audit for operations team by logistics coordinator.,Low,1.0,2024-08-26 10:02:00,2024-08-26 11:39:46.258044,1.63,0.6299999999999999
2051,Finance,Financial Analyst,88,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,2.0,2024-08-26 10:04:00,2024-08-26 12:59:25.525519,2.92,0.9199999999999999
820,Engineering,Frontend Engineer,72,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,12.0,2024-08-26 10:08:00,2024-08-27 14:50:59.430950,28.72,16.72
9398,Engineering,Backend Engineer,110,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,7.0,2024-08-26 10:13:00,2024-08-27 12:37:32.078805,26.41,19.41
2163,Engineering,Frontend Engineer,178,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,8.0,2024-08-26 10:17:00,2024-08-27 12:33:41.873864,26.28,18.28
9831,Engineering,QA Engineer,96,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,7.0,2024-08-26 10:22:00,2024-08-27 12:34:35.641267,26.21,19.21
4217,Customer Support,Technical Support,139,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,2.0,2024-08-26 10:35:00,2024-08-26 13:32:10.385955,2.95,0.9500000000000002
6648,Operations,Logistics Coordinator,176,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,7.0,2024-08-26 10:53:00,2024-08-27 12:54:50.792340,26.03,19.03
1557,Engineering,Backend Engineer,130,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,6.0,2024-08-26 10:54:00,2024-08-27 12:20:25.658322,25.44,19.44
1048,Engineering,Data Engineer,5,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,11.0,2024-08-26 10:56:00,2024-08-27 13:54:00.099549,26.97,15.969999999999999
2228,Engineering,Frontend Engineer,185,Performance profiling,Performance profiling for engineering team by frontend engineer.,Low,9.0,2024-08-26 10:58:00,2024-09-02 09:25:37.076428,166.46,157.46
8485,Engineering,Backend Engineer,126,Integration testing,Integration testing for engineering team by backend engineer.,Low,12.0,2024-08-26 11:27:00,2024-08-28 09:43:19.123304,46.27,34.27
7346,Engineering,Data Engineer,88,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,4.0,2024-08-26 11:36:00,2024-08-27 13:24:51.678883,25.81,21.81
7248,Engineering,QA Engineer,16,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,3.0,2024-08-26 11:39:00,2024-08-26 12:09:00.000000,0.5,-2.5
2684,Engineering,Frontend Engineer,184,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,8.0,2024-08-26 11:39:00,2024-08-28 15:16:43.528515,51.63,43.63
4330,Engineering,QA Engineer,114,Performance profiling,Performance profiling for engineering team by qa engineer.,Low,10.0,2024-08-26 11:44:00,2024-08-28 12:02:19.042125,48.31,38.31
144,Marketing,Social Media Manager,16,Keyword research,Keyword research for marketing team by social media manager.,Low,10.0,2024-08-26 11:45:00,2024-08-27 16:20:12.377172,28.59,18.59
713,Engineering,Data Engineer,71,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,4.0,2024-08-26 11:57:00,2024-08-26 13:06:40.067402,1.16,-2.84
8378,Engineering,Backend Engineer,89,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,6.0,2024-08-26 12:00:00,2024-08-27 11:09:37.602513,23.16,17.16
4303,Operations,Logistics Coordinator,113,Warehouse audit,Warehouse audit for operations team by logistics coordinator.,Low,5.0,2024-08-26 12:09:00,2024-08-27 11:55:30.363262,23.78,18.78
3872,Engineering,Data Engineer,59,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,12.0,2024-08-26 12:10:00,2024-08-29 13:49:01.304541,73.65,61.650000000000006
3122,Finance,Financial Analyst,14,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,8.0,2024-08-26 12:14:00,2024-08-27 13:37:09.625691,25.39,17.39
1408,Engineering,Frontend Engineer,182,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,11.0,2024-08-26 12:16:00,2024-08-27 14:17:17.135496,26.02,15.02
7293,Operations,Logistics Coordinator,56,Inventory check,Inventory check for operations team by logistics coordinator.,Low,8.0,2024-08-26 12:28:00,2024-08-27 14:48:40.102644,26.34,18.34
5764,Engineering,Backend Engineer,68,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,4.0,2024-08-26 12:30:00,2024-08-27 10:05:52.059413,21.6,17.6
6302,Engineering,Backend Engineer,44,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,8.0,2024-08-26 12:47:00,2024-08-27 12:32:59.357795,23.77,15.77
4187,Finance,Accountant,154,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,2.0,2024-08-26 12:51:00,2024-08-26 15:41:17.397958,2.84,0.8399999999999999
8563,Marketing,Content Writer,91,Write blog post,Write blog post for marketing team by content writer.,Low,2.0,2024-08-26 12:55:00,2024-08-27 09:24:42.904160,20.5,18.5
5783,Engineering,Data Engineer,103,Performance profiling,Performance profiling for engineering team by data engineer.,Low,12.0,2024-08-26 12:56:00,2024-09-02 09:24:27.260992,164.47,152.47
7238,Operations,Operations Associate,81,Resource planning,Resource planning for operations team by operations associate.,Medium,8.0,2024-08-26 12:57:00,2024-08-27 12:36:38.630162,23.66,15.66
4125,Engineering,QA Engineer,44,Integration testing,Integration testing for engineering team by qa engineer.,Low,8.0,2024-08-26 13:02:00,2024-08-28 09:28:40.522685,44.44,36.44
5944,Engineering,Frontend Engineer,82,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,12.0,2024-08-26 13:02:00,2024-08-28 11:10:04.746009,46.13,34.13
2158,Engineering,QA Engineer,114,Integration testing,Integration testing for engineering team by qa engineer.,Low,10.0,2024-08-26 13:06:00,2024-08-28 09:50:47.967390,44.75,34.75
512,Operations,Logistics Coordinator,86,Process documentation,Process documentation for operations team by logistics coordinator.,Low,2.0,2024-08-26 13:17:00,2024-08-27 10:57:36.735706,21.68,19.68
50,Finance,Financial Analyst,153,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,2.0,2024-08-26 13:27:00,2024-08-26 16:32:19.277023,3.09,1.0899999999999999
8782,Marketing,SEO Specialist,46,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,2.0,2024-08-26 13:28:00,2024-08-26 14:57:02.557988,1.48,-0.52
5689,Finance,Accountant,132,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,2.0,2024-08-26 13:42:00,2024-08-27 09:02:39.877306,19.34,17.34
5027,Engineering,Data Engineer,124,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,7.0,2024-08-26 13:46:00,2024-08-27 16:25:51.049100,26.66,19.66
4921,Engineering,Data Engineer,40,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,2.0,2024-08-26 13:53:00,2024-08-26 14:48:46.200366,0.93,-1.0699999999999998
1799,Engineering,QA Engineer,123,Integration testing,Integration testing for engineering team by qa engineer.,Low,3.0,2024-08-26 13:54:00,2024-08-27 12:44:19.387073,22.84,19.84
3369,Customer Support,Technical Support,169,Escalate request,Escalate request for customer support team by technical support.,Low,1.0,2024-08-26 13:59:00,2024-08-26 15:05:22.656171,1.11,0.1100000000000001
8498,Customer Support,Support Agent,156,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,3.0,2024-08-26 14:03:00,2024-08-26 16:33:46.019877,2.51,-0.4900000000000002
3368,Engineering,QA Engineer,150,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,11.0,2024-08-26 14:08:00,2024-08-28 15:05:33.696389,48.96,37.96
6290,Engineering,QA Engineer,43,Database schema update,Database schema update for engineering team by qa engineer.,Medium,9.0,2024-08-26 14:15:00,2024-08-27 14:50:58.165743,24.6,15.600000000000001
5197,Engineering,Frontend Engineer,190,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,8.0,2024-08-26 14:16:00,2024-08-27 14:42:56.705048,24.45,16.45
1350,Marketing,Content Writer,29,Prepare campaign assets,Prepare campaign assets for marketing team by content writer.,Medium,2.0,2024-08-26 14:16:00,2024-08-27 10:33:16.196667,20.29,18.29
4172,Engineering,Data Engineer,140,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,11.0,2024-08-26 14:16:00,2024-08-28 13:30:36.318411,47.24,36.24
7771,Operations,Operations Associate,61,Inventory check,Inventory check for operations team by operations associate.,Low,8.0,2024-08-26 14:35:00,2024-08-28 11:36:20.333337,45.02,37.02
8899,Finance,Financial Analyst,95,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,5.0,2024-08-26 14:35:00,2024-08-27 10:49:17.014834,20.24,15.239999999999998
2225,Engineering,Frontend Engineer,43,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,4.0,2024-08-26 14:40:00,2024-08-27 10:00:08.302487,19.34,15.34
1095,Operations,Operations Associate,125,Process documentation,Process documentation for operations team by operations associate.,Low,5.0,2024-08-26 14:48:00,2024-08-27 13:45:55.852830,22.97,17.97
3307,Engineering,Backend Engineer,114,Database schema update,Database schema update for engineering team by backend engineer.,Medium,12.0,2024-08-26 14:50:00,2024-08-28 13:52:49.723815,47.05,35.05
